brand, name, size, Orig, Current, Save, Url,
"Nike","CTR360 Trequartista III SG Pro - Volt/Green","SIZES  6, 6, 7, 7, 8, 9","85.0","51.0","34.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Trequartista-III-SG-Pro-Soft-Ground-Soccer-Cleats-VoltGreen-Glow-68054.aspx",
"Umbro","Speciali 4 Pro HG - Black/Lava Pink","SIZES  6, 6, 7, 7, 9, 9, 10, 10, 11, 12","0.0","89.99","-89.99","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-Speciali-4-Pro-HG-Firm-Ground-Soccer-Cleats-BlackLava-Pink-69014.aspx",
"Pantofola","d'Oro Sirio Sampdoria Ambra - Blue/White","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","119.99","-119.99","http://www.prodirectsoccer.com/Products/Pantofola-dOro-Football-Boots-Pantofola-dOro-Sampdoria-Ambra-Astro-Turf-Soccer-Cleats-BlueWhite-64532.aspx",
"Pantofola","d'Oro Sirio Sampdoria FG - Blue/White","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","119.99","-119.99","http://www.prodirectsoccer.com/Products/Pantofola-dOro-Football-Boots-Pantofola-dOro-Sirio-Sampdoria-FG-Firm-Ground-Soccer-Cleats-BlueWhite-64531.aspx",
"Pantofola","d'Oro Sirio Sampdoria Combi - Blue/White","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","119.99","-119.99","http://www.prodirectsoccer.com/Products/Pantofola-dOro-Football-Boots-Pantofola-d%27Oro-Sirio-Sampdoria-Combi-All-Ground-Soccer-Cleats-BlueWhite-64530.aspx",
"Mizuno","Neo Zen MD - Autumn Glory/White/Diva Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11","80.0","40.0","40.0","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Neo-Zen-MD-Firm-Ground-Soccer-Cleats-Autumn-GloryWhiteDiva-Blue-64203.aspx",
"Mizuno","Neo Shin MD - Autumn Glory/White/Diva Blue","SIZES  6, 6, 7, 8, 8, 9, 9, 10, 10, 11, 12","60.0","30.0","30.0","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Neo-Shin-MD-Firm-Ground-Soccer-Cleats-Autumn-GloryWhiteDiva-Blue-64204.aspx",
"Mizuno","Morelia Neo Japan Edition Mix Boots - Autumn Glory/White/Diva Blue","SIZES  8, 9, 9, 11","250.0","200.0","50.0","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Morelia-Neo-Mix-Boots-All-Ground-Soccer-Cleats-Autumn-GloryWhiteDiva-Blue-64243.aspx",
"adidas","11Pro SL TRX FG Boots - Black/White/Red","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11","175.0","100.0","75.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-11Pro-SL-TRX-FG-Firm-Ground-Soccer-Cleats-BlackRunning-WhiteHi-Res-Red-65296.aspx",
"Puma","evoSPEED 1.2 K FG - Blackberry/Orange/Pink","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 13","165.0","99.99","65.01","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-12-K-FG-Firm-Ground-Soccer-Cleats-Blackberry-CordialFlourescent-OrangeFlourescent-Pink-63601.aspx",
"Puma","evoSPEED 1.2 K Mixed SG - Blackberry/Orange/Pink","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","165.0","99.0","66.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-12-K-Mixed-SG-Soft-Ground-Soccer-Cleats-Blackberry-CordialFlourescent-OrangeFlourescent-Pink-63599.aspx",
"Puma","evoSPEED 1.2 Mixed SG - Blackberry/Orange/Pink","SIZES  6, 6, 7, 7, 12","145.0","87.0","58.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-12-Mixed-SG-Soft-Ground-Soccer-Cleats-Blackberry-CordialFlourescent-OrangeFlourescent-Pink-63600.aspx",
"Puma","evoSPEED 2.2 FG - Blackberry/Orange/Pink","SIZES  7, 8, 8, 10, 10, 11, 13","100.0","60.0","40.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-22-FG-Firm-Ground-Soccer-Cleats-Blackberry-CordialFlourescent-OrangeFlourescent-Pink-63603.aspx",
"Puma","evoSPEED 3.2 FG - Blackberry/Orange/Pink","SIZES  7, 8, 8, 9, 10, 13","85.0","51.0","34.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-32-FG-Firm-Ground-Soccer-Cleats-Blackberry-CordialFlourescent-OrangeFlourescent-Pink-63604.aspx",
"Puma","evoSPEED 5.2 FG - Blackberry/Orange","SIZES  8, 9, 10, 12, 13","45.0","27.0","18.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-52-FG-Firm-Ground-Soccer-Cleats-Blackberry-CordialFlourescent-Orange-63606.aspx",
"Nike","Bomba Pro II - Black/Electric Green/Dark Charcoal","SIZES  8, 8, 9, 9, 10, 10","57.0","34.0","23.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Bomba-Pro-II-Fives-Astro-Turf-Soccer-Cleats-BlackElectric-GreenDark-Charcoal-68085.aspx",
"Pantofola","d'Oro Sirio Palermo Ambra - Black/Pink","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","119.99","-119.99","http://www.prodirectsoccer.com/Products/Pantofola-dOro-Football-Boots-Pantofola-dOro-Sirio-Palermo-Ambra-Astro-Turf-Soccer-Cleats-BlackPink-64529.aspx",
"Pantofola","d'Oro Sirio Palermo FG - Black/Pink","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","119.99","-119.99","http://www.prodirectsoccer.com/Products/Pantofola-dOro-Football-Boots-Pantofola-dOro-Sirio-Palerm-FG-Firm-Ground-Soccer-Cleats-BlackPink-64528.aspx",
"Pantofola","d'Oro Sirio Palermo Combi - Black/Pink","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","119.99","-119.99","http://www.prodirectsoccer.com/Products/Pantofola-d%27Oro-Football-Boots-Pantofola-d%27Oro-Sirio-Palermo-Combi-All-Ground-Soccer-Cleats-BlackPink-64527.aspx",
"Hummel","Old School DK K-Leather FG - White/Black","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","80.0","56.0","24.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Old-School-DK-KLeather-FG-Firm-Ground-Soccer-Cleats-WhiteBlack-63236.aspx",
"Mizuno","Ignitus 3 MD Boots - Bolt/Black/Blue/Red","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","80.0","40.0","40.0","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Ignitus-3-MD-Firm-Ground-Soccer-Cleats-BoltBlackVictoria-BlueChinese-Red-64226.aspx",
"Mizuno","Wave Ignitus 3 MD - Bolt/Black/Blue/Red","SIZES  6, 6, 7, 8, 8, 9, 9, 10, 10, 11, 12","150.0","70.0","80.0","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Wave-Ignitus-3-MD-Firm-Ground-Soccer-Cleats-BoltBlackVictoria-BlueChinese-Red-64225.aspx",
"Puma","Wmns evoSPEED 3.2 FG - Yellow/Blue/Poseidon","SIZES  6, 6, 7, 7, 8, 8, 9","74.99","50.0","24.99","http://www.prodirectsoccer.com/Products/Womens-Puma-Football-Boots-Puma-Wmns-evoSPEED-32-FG-Firm-Ground-Womens-Soccer-Cleats-Flourescent-YellowBrilliant-BluePoseidon-63558.aspx",
"Mizuno","Ignitus Club 3 MD - Bolt/Black/Blue/Red","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","60.0","30.0","30.0","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Ignitus-Club-3-MD-Firm-Ground-Soccer-Cleats-BoltBlackVictoria-BlueChinese-Red-64227.aspx",
"Puma","evoSPEED 2.2 FG - Yellow/Blue/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","100.0","50.0","50.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-22-FG-Firm-Ground-Soccer-Cleats-Flourescent-YellowBrilliant-BlueBlack-63552.aspx",
"adidas","Nitrocharge 3.0 TRX FG - Red/White/Electricity","SIZES  7, 7, 8, 8","50.0","25.0","25.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-Nitrocharge-30-TRX-FG-Firm-Ground-Soccer-Cleats-Vivid-RedRunning-WhiteElectricity-62236.aspx",
"adidas","Predator LZ TRX FG SL Boots - Infrared/Blk/Wht","SIZES  6, 7, 8, 10, 11","220.0","120.0","100.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-Predator-LZ-TRX-FG-SL-Firm-Ground-Soccer-Cleats-InfraredBlackRunning-White-62097.aspx",
"adidas","F30 TRX FG Leather Boots - Electri/Hero Ink/Silver","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 13","91.0","46.0","45.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F30-TRX-FG-Leather-Firm-Ground-Soccer-Cleats-ElectricityHero-InkMetallic-Silver-62189.aspx",
"adidas","F30 TRX FG Boots - Electri/Hero Ink/Silver","SIZES  6, 6, 7, 8, 8, 9, 9, 10, 10, 11","91.0","46.0","45.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F30-TRX-FG-Firm-Ground-Soccer-Cleats-ElectricityHero-InkMetallic-Silver-62188.aspx",
"adidas","F10 Indoor Football Boots - Electri/Hero Ink/Silver","SIZES  8, 8, 9, 9, 10, 10, 11, 12, 13","49.99","25.0","24.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F10-Indoor-Soccer-Cleats-ElectricityHero-InkMetallic-Silver-62200.aspx",
"adidas","F10 TRX TF Boots - Electri/Hero Ink/Silver","SIZES  7, 8, 8, 9, 9, 10, 10, 11, 12, 13","50.0","25.0","25.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F10-TRX-TF-Astro-Turf-Soccer-Cleats-ElectricityHero-InkMetallic-Silver-62193.aspx",
"adidas","F10 TRX FG Boots - Electri/Hero Ink/Silver","SIZES  7, 8, 9, 10, 10, 11, 13","50.0","25.0","25.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F10-TRX-FG-Firm-Ground-Soccer-Cleats-ElectricityHero-InkMetallic-Silver-62192.aspx",
"adidas","F10 TRX SG Boots - Electri/Hero Ink/Silver","SIZES  6, 7, 7, 8, 8","50.0","25.0","25.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F10-TRX-SG-Soft-Ground-Soccer-Cleats-ElectricityHero-InkMetallic-Silver-62191.aspx",
"adidas","adizero F50 TRX FG Synthetic - Turbo/Purple/Wht","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","165.0","80.0","85.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-adizero-F50-TRX-FG-Synthetic-Firm-Ground-Soccer-Cleats-TurboBlast-PurpleWhite-62202.aspx",
"adidas","adizero F50 XTRX SG Synthetic - Turbo/Purple/Wht","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","164.99","75.0","89.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-adizero-F50-XTRX-SG-Synthetic-Soft-Ground-Soccer-Cleats-TurboBlast-PurpleWhite-62203.aspx",
"adidas","F30 TRX FG Boots - Turbo/Purple/White","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","99.99","50.0","49.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F30-TRX-FG-Firm-Ground-Soccer-Cleats-TurboBlast-PurpleWhite-62204.aspx",
"adidas","F10 TRX TF Boots - Turbo/Purple/White","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","55.0","25.0","30.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F10-TRX-TF-Astro-Turf-Soccer-Cleats-TurboBlast-PurpleWhite-62208.aspx",
"adidas","F10 TRX FG Boots - Turbo/Purple/White","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","54.99","25.0","29.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F10-TRX-FG-Firm-Ground-Soccer-Cleats-TurboBlast-PurpleWhite-62207.aspx",
"adidas","F10 TRX AG Boots - Turbo/Purple/White","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","55.0","25.0","30.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F10-TRX-AG-Artificial-Grass-Soccer-Cleats-TurboBlast-PurpleWhite-62206.aspx",
"adidas","F10 Indoor Boots - Turbo/Purple/White","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","54.99","25.0","29.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F10-Indoor-Soccer-Cleats-TurboBlast-PurpleWhite-62205.aspx",
"adidas","Predator Absolion LZ TRX FG - Blue/White/Orange","SIZES  6, 6, 7, 7, 8, 8, 9, 13","95.0","48.0","47.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-Predator-Absolion-LZ-TRX-FG-Firm-Ground-Soccer-Cleats-Pride-BlueRunning-WhiteOrange-62127.aspx",
"Concave","Quantum SG Boots - White/Red","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","125.0","100.0","25.0","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-SG-Soft-Ground-Soccer-Cleats-WhiteRed-65442.aspx",
"Concave","Quantum Rounded Mould Boots - White/Red","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","125.0","88.0","37.0","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-Rounded-Mould-Firm-Ground-Soccer-Cleats-WhiteRed-65450.aspx",
"Concave","Quantum FG Boots - White/Red","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","125.0","88.0","37.0","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-FG-Firm-Ground-Soccer-Cleats-WhiteRed-65446.aspx",
"Hummel","Rapid X Pro K - PU Boots - Black/Green","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 11, 12","120.0","84.0","36.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Rapid-X-Pro-K-PU-Firm-Ground-Soccer-Cleats-BlackGreen-Gecko-63226.aspx",
"Hummel","Celestial DK2X K-Leather FG - Black/Green","SIZES  6, 7, 7, 8, 9, 9, 10, 10, 11, 12","90.0","63.0","27.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Celestial-DK2X-KLeather-FG-Firm-Ground-Soccer-Cleats-BlackGreen-Gecko-63231.aspx",
"Hummel","Old School Star SG Kangaroo - Black/Yellow","SIZES  6, 6, 7, 7, 8","69.99","55.99","14.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Old-School-Star-SG-Kangaroo-Soft-Ground-Soccer-Cleats-BlackYellow-34409.aspx",
"Hummel","Old School Star FGC Kangaroo - Black/Yellow","SIZES  6, 6, 7, 8, 10, 12","69.99","55.99","14.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Old-School-Star-FGC-Kangaroo-Firm-Ground-Soccer-Cleats-BlackYellow-34408.aspx",
"Hummel","Old School Star SGC Synthetic - Black/Yellow","SIZES  6, 6, 7, 7","29.99","23.99","6.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Old-School-Star-SGC-Synthetic-Soft-Ground-Soccer-Cleats-BlackYellow-34413.aspx",
"Concave","Quantum Rounded Mould Boots - White/Blue","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","125.0","88.0","37.0","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-Rounded-Mould-Firm-Ground-Soccer-Cleats-WhiteBlue-65451.aspx",
"Concave","Quantum FG Boots - White/Blue","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","125.0","88.0","37.0","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-FG-Firm-Ground-Soccer-Cleats-WhiteBlue-65447.aspx",
"Hummel","Rapid X - PU Boots - Green/Black","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","100.0","70.0","30.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Rapid-X-PU-Boots-Firm-Ground-Soccer-Cleats-Green-GeckoBlack-63229.aspx",
"Concave","Quantum Rounded Mould Boots - Black/Red","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","125.0","88.0","37.0","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-Rounded-Mould-Firm-Ground-Soccer-Cleats-BlackRed-65454.aspx",
"Concave","Quantum FG Boots - Black/Red","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","125.0","88.0","37.0","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-FG-Firm-Ground-Soccer-Cleats-BlackRed-65448.aspx",
"Hummel","Old School DK K-Leather FG - Black/White","SIZES  7, 8, 8, 9, 9, 10, 10, 11, 12","80.0","56.0","24.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Old-School-DK-KLeather-FG-Firm-Ground-Soccer-Cleats-BlackWhite-63235.aspx",
"Hummel","Old School Star SGC Synthetic - Black/White","SIZES  6, 6, 7, 7, 8","29.99","27.99","2.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Old-School-Star-Soft-Ground-Soccer-Cleats-Black-White-20547.aspx",
"Hummel","Old School Star SG Kangaroo - White/Royal/Red","SIZES  6, 6, 7, 7, 8, 8, 9, 10, 10","69.99","55.99","14.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Old-School-Star-SG-Kangaroo-Soft-Ground-Soccer-Cleats-WhiteRoyalRed-34411.aspx",
"Umbro","Speciali 4 Pro SG Boots - White/Black/Silver","SIZES  6, 6, 7, 7, 8","90.0","30.0","60.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-Speciali-4-Pro-SG-Soft-Ground-Soccer-Cleats-Pearlised-WhiteBlackSilver-57851.aspx",
"Hummel","Old School Star SGC Synthetic - White/Royal/Red","SIZES  6, 6, 7, 7, 8, 9","29.99","23.99","6.0","http://www.prodirectsoccer.com/Products/Hummel-Football-Boots-Hummel-Old-School-Star-SGC-Synthetic-Soft-Ground-Soccer-Cleats-WhiteRoyalRed-34416.aspx",
"Umbro","Speciali 4 Pro SG Boots - Black/White/Bronze","SIZES  6, 6, 7, 7, 8","90.0","30.0","60.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-Speciali-4-Pro-SG-Soft-Ground-BlackWhiteMetallic-Bronze-57850.aspx",
"Penalty","Max Trueno Pro II - White/Grey/Black","SIZES  8, 9, 9, 10","59.99","48.0","11.99","http://www.prodirectsoccer.com/Products/Penalty-Football-Boots-Penalty-Max-Trueno-Pro-II-Mens-Soccer-Cleats-WhiteGreyBlack-69701.aspx",
"adidas","adiPure 11Pro SL TRX FG - White/Chrome/Black","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11","174.99","100.0","74.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-adiPure-11Pro-SL-TRX-FG-Firm-Ground-Soccer-Cleats-Running-WhiteChromeBlack-62227.aspx",
"adidas","adizero F50 TRX FG Leather Boots - Wht/Wht/Infrared","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","160.0","80.0","80.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-adizero-F50-TRX-FG-Leather-Firm-Ground-Soccer-Cleats-Running-WhiteRunning-WhiteInfrared-62158.aspx",
"adidas","F30 TRX FG Whiteout Boots - White/White/Red","SIZES  6, 6, 7, 8, 8, 9, 9, 10, 10, 11","89.99","45.0","44.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F30-TRX-FG-Whiteout-Firm-Ground-Soccer-Cleats-Running-WhiteRunning-WhiteInfrared-65298.aspx",
"Mizuno","Morelia Club Si - Pearl/Blue/Autumn Glory","SIZES  6, 6, 7, 8, 9, 10, 10, 11, 12","44.99","25.0","19.99","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Morelia-Club-Si-Soft-Ground-Soccer-Cleats-PearlDress-BlueAutumn-Glory-64217.aspx",
"Nike","CTR360 Maestri III FG Boots - Charcoal/Wht/Blk","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10","144.99","90.0","54.99","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Maestri-III-FG-Firm-Ground-Soccer-Cleats-Dark-CharcoalWhiteBlack-62255.aspx",
"Nike","Tiempo Legend IV SG Pro Boots - Charcoal/Orng/Blk","SIZES  6, 6, 7","140.0","100.0","40.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Tiempo-Legend-IV-SG-Pro-Soft-Ground-Soccer-Cleats-Dark-CharcoalLaser-OrangeBlack-62355.aspx",
"Puma","PowerCat 1 Graphic FG - White/Black/Pink","SIZES  6, 6, 7, 8, 8, 9, 10, 10","135.0","68.0","67.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-PowerCat-1-Graphic-FG-Firm-Ground-Soccer-Cleats-Metallic-WhiteBlackFlourescent-Pink-63563.aspx",
"adidas","adipure 11Pro TRX FG - Black/Black/Gold","SIZES  6, 6, 7, 7, 8, 8","124.99","90.0","34.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-adipure-11Pro-TRX-FG-Firm-Ground-Soccer-Cleats-BlackBlackMetallic-Gold-62226.aspx",
"adidas","adizero F50 TRX FG Leather Boots - Blk/Blk/Electr","SIZES  6, 6, 7, 7, 8, 8, 9, 10, 10, 11, 13","160.0","80.0","80.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-adizero-F50-TRX-FG-Leather-Firm-Ground-Soccer-Cleats-BlackBlackElectricity-62157.aspx",
"adidas","Predator LZ TRX FG SL Boots - Black/Silver/Infrared","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11","220.0","130.0","90.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-Predator-LZ-TRX-FG-Firm-Ground-Soccer-Cleats-BlackMetallic-SilverInfrared-62096.aspx",
"adidas","Predator LZ TRX FG Boots - Wht/Blk/Red","SIZES  6, 6, 7, 11","160.0","80.0","80.0","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-Predator-LZ-TRX-FG-Firm-Ground-Soccer-Cleats-Running-WhiteBlackHiRes-Red-62093.aspx",
"adidas","Predator Absolion LZ TRX FG - Wht/Blk/Red","SIZES  6, 6, 7, 7, 8, 8, 9, 10, 10, 11","94.99","45.0","49.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-Predator-Absolion-LZ-TRX-FG-Firm-Ground-Soccer-Cleats-Running-WhiteBlackHiRes-Red-62094.aspx",
"Puma","Momentta SG Boots - White/Red/Black","SIZES  6, 7, 8","55.0","30.0","25.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-Momentta-SG-Soft-Ground-Soccer-Cleats-Metallic-WhiteHigh-Risk-RedBlack-63580.aspx",
"Puma","King FG Boots - White/Red/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 11, 12, 13","125.0","70.0","55.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-King-FG-Firm-Ground-Soccer-Cleats-Metallic-WhiteHigh-Risk-RedBlack-63577.aspx",
"Puma","Spirit Mixed SG Boots - White/Red/Black","SIZES  6, 7, 7, 8, 8","85.0","51.0","34.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-Spirit-Mixed-SG-Soft-Ground-Soccer-Cleats-Metallic-WhiteHigh-Risk-RedBlack-63578.aspx",
"Puma","Spirit FG Boots - White/Red/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 13","85.0","45.0","40.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-Spirit-FG-Firm-Ground-Soccer-Cleats-Metallic-WhiteHigh-Risk-RedBlack-63579.aspx",
"Puma","Momentta FG Boots - White/Red/Black","SIZES  6, 7, 8, 9, 10, 11, 13","55.0","33.0","22.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-Momentta-FG-Firm-Ground-Soccer-Cleats-Metallic-WhiteHigh-Risk-RedBlack-63581.aspx",
"Nike","The Premier FG Boots - Black/White","SIZES  5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 14","0.0","99.99","-99.99","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-The-Premier-FG-Boots-Firm-Ground-Soccer-Cleats-BlackWhite-62365.aspx",
"Cruyff","Match Football Boots - Black/Flou Yellow","SIZES  6, 7, 8, 9, 10, 11","120.0","84.0","36.0","http://www.prodirectsoccer.com/Products/Cruyff-Football-Boots-Cruyff-Match-Football-Boots-Soft-Ground-Soccer-Cleats-BlackFlourescent-Yellow-63693.aspx",
"Asics","Lethal Tigreor 6 ST SG - Black/Silver/Citron","SIZES  6, 7, 8, 8, 9, 9, 10, 10, 11","110.0","77.0","33.0","http://www.prodirectsoccer.com/Products/Asics-Football-Boots-Asics-Lethal-Tigreor-6-ST-SG-Soft-Ground-Soccer-Cleats-BlackSilverCitron-63673.aspx",
"Asics","Lethal Tigreor 6 IT FG - Black/Silver/Citron","SIZES  6, 7, 7, 8, 9, 9, 10, 10, 11","110.0","77.0","33.0","http://www.prodirectsoccer.com/Products/Asics-Football-Boots-Asics-Lethal-Tigreor-6-IT-FG-Firm-Ground-Soccer-Cleats-BlackSilverCitron-63672.aspx",
"Cruyff","Pitch Football Boots - Black/Flou","SIZES  6, 7, 8, 9, 10, 11","97.0","68.0","29.0","http://www.prodirectsoccer.com/Products/Cruyff-Football-Boots-Cruyff-Pitch-Football-Boots-Firm-Ground-Soccer-Cleats-BlackFlourescent-Yellow-63697.aspx",
"Penalty","Brasil 70 Pro II PU - Black/White/Blue","SIZES  6, 7, 8, 9, 9, 10","100.0","60.0","40.0","http://www.prodirectsoccer.com/Products/Penalty-Football-Boots-Penalty-Brasil-70-Pro-II-PU-Soccer-Cleats-BlackWhiteBlue-66345.aspx",
"Joma","Pro Aguila FG Boots - Black","SIZES  6, 7, 7, 8, 8, 9, 10","85.0","50.0","35.0","http://www.prodirectsoccer.com/Products/Joma-Football-Boots-Joma-Pro-Aguila-FG-Boots-Firm-Ground-Soccer-Cleats-Black-63174.aspx",
