brand, name, size, Orig, Current, Save, Url,
"Lotto","Zhero Gravity IV 700 FG - Green/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","45.0","-45.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Zhero-Gravity-IV-700-FG-Firm-Ground-Soccer-Cleats-Flag-GreenBlue-72908.aspx",
"Concave","PTX 2 FG - Chrome/Orange","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11","0.0","74.99","-74.99","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-PTX-2-FG-Firm-Ground-Soccer-Cleats-ChromeOrange-73261.aspx",
"Umbro","GeoFLARE Pro FG - Orange/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","95.0","-95.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-GeoFLARE-Pro-FG-Firm-Ground-Soccer-Cleats-Shocking-OrangeBlack-73735.aspx",
"Umbro","Speciali 4 Pro HG - Orange/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","90.0","-90.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-Speciali-4-Pro-HG-Firm-Ground-Soccer-Cleats-Shocking-OrangeBlack-73724.aspx",
"Mizuno","Sala Club 2 Indoor - Orange/White/Blue","SIZES  8, 9, 10, 11","0.0","44.99","-44.99","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Sala-Club-2-Indoor-Fives-Soccer-Cleats-Vibrant-OrangeWhiteDirectoire-Blue-69308.aspx",
"Umbro","Geo Flare Incision FG - Orange/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","40.0","-40.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-Geo-Flare-Incision-FG-Firm-Ground-Soccer-Cleats-Shocking-OrangeBlack-73740.aspx",
"Umbro","Geo Flare Shield FG - Orange/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","30.0","-30.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-Geo-Flare-Shield-FG-Firm-Ground-Soccer-Cleats-Shocking-OrangeBlack-73742.aspx",
"Umbro","Speciali 4 Shield HG - Orange/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 12","0.0","29.99","-29.99","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-Speciali-4-Shield-HG-Firm-Ground-Soccer-Cleats-Shocking-OrangeBlack-73730.aspx",
"Lotto","Zhero Gravity IV 700 TF - Red/Green","SIZES  6, 6, 7, 8, 8, 9, 10, 10, 11, 12","0.0","45.0","-45.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Zhero-Gravity-IV-700-TF-Astro-Turf-Soccer-Cleats-Flame-RedMeadow-Green-72971.aspx",
"Lotto","Zhero Gravity IV 700 FG - Red/Green","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","45.0","-45.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Zhero-Gravity-IV-700-FG-Firm-Ground-Soccer-Cleats-Flame-RedMeadow-Green-72910.aspx",
"Concave","Quantum 2 SG - White/Red","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 11","0.0","129.99","-129.99","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-2-SG-Soft-Ground-Soccer-Cleats-WhiteRed-73252.aspx",
"Concave","Quantum 2 FG - White/Red","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 11, 12, 13","0.0","129.99","-129.99","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-Quantum-2-FG-Firm-Ground-Soccer-Cleats-WhiteRed-73251.aspx",
"Lotto","Stadio Potenza IV 100 FG - White/Red/Green","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","100.0","-100.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Stadio-Potenza-IV-100-FG-Firm-Ground-Soccer-Cleats-WhiteRedGreen-72920.aspx",
"Umbro","GeoFLARE Pro SG - White/Lemon/Black","SIZES  6, 7, 7, 8, 8","0.0","95.0","-95.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-GeoFLARE-Pro-SG-Soft-Ground-Soccer-Cleats-WhiteLemon-TonicBlack-73991.aspx",
"Umbro","GeoFLARE Pro FG - White/Lemon/Black","SIZES  6, 7, 7, 8, 8","0.0","95.0","-95.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-GeoFLARE-Pro-FG-Firm-Ground-Soccer-Cleats-WhiteLemon-TonicBlack-73987.aspx",
"Concave","PTX 2 FG - White/Green","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11","0.0","74.99","-74.99","http://www.prodirectsoccer.com/Products/Concave-Football-Boots-Concave-PTX-2-FG-Firm-Ground-Soccer-Cleats-WhiteGreen-73263.aspx",
"Lotto","Stadio Potenza IV 300 FG - White/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","49.99","-49.99","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Stadio-Potenza-IV-300-FG-Firm-Ground-Soccer-Cleats-WhiteBlack-72922.aspx",
"Lotto","Spider VIII Indoor - White/Shiver Blue","SIZES  6, 8, 8, 9, 9","0.0","35.0","-35.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Spider-VIII-Indoor-Soccer-Cleats-WhiteShiver-Blue-72990.aspx",
"Lotto","Spider VIII TF - White/Shiver Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 11, 12","0.0","35.0","-35.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Spider-VIII-TF-Astro-Turf-Soccer-Cleats-WhiteShiver-Blue-72976.aspx",
"Lotto","Spider VIII FG Boots - White/Blue","SIZES  6, 6, 7, 7, 8, 9, 9, 10, 10, 11, 12","0.0","35.0","-35.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Spider-VIII-FG-Firm-Ground-Soccer-Cleats-WhiteShiver-Blue-72932.aspx",
"Lotto","Stadio Potenza IV 700 FG - White/Red/Green","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11","0.0","35.0","-35.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Lotto-Stadio-Potenza-IV-700-FG-Firm-Ground-Soccer-Cleats-WhiteRedGreen-72925.aspx",
"Umbro","Ancoats 2 Classic - White","SIZES  6, 6, 7, 7, 8, 8, 9, 10, 10, 11, 12","0.0","30.0","-30.0","http://www.prodirectsoccer.com/Products/Umbro-Football-Boots-Umbro-Ancoats-2-Classic-Soccer-Cleats-White-73765.aspx",
"UA","Blur Carbon IV FG - Yellow/Navy","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","149.99","-149.99","http://www.prodirectsoccer.com/Products/Under-Armour-Football-Boots-Under-Armour-Blur-Carbon-IV-FG-Firm-Ground-Soccer-Cleats-HighVis-YellowMetallic-Navy-73483.aspx",
"Mizuno","Morelia MD - Aurora/Black/Red","SIZES  8, 8, 9, 9, 10, 10, 11, 12","0.0","99.99","-99.99","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Morelia-MD-Soccer-Cleats-AuroraBlackChinese-Red-69304.aspx",
"UA","Blur IV FG - Yellow/Navy","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 11","0.0","84.99","-84.99","http://www.prodirectsoccer.com/Products/Under-Armour-Football-Boots-Under-Armour-Blur-IV-FG-Firm-Ground-Soccer-Cleats-HighVis-YellowMetallic-Navy-73485.aspx",
"Lotto","Futsal Liga VII Indoor - Yellow/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10","0.0","50.0","-50.0","http://www.prodirectsoccer.com/Products/Lotto-Football-Boots-Futsal-Liga-VII-Indoor-Soccer-Cleats-Fluorescent-YellowMaldive-Blue-72985.aspx",
"UA","Blur Flash IV FG - Yellow/Navy","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 12","0.0","44.99","-44.99","http://www.prodirectsoccer.com/Products/Under-Armour-Football-Boots-Under-Armour-Blur-Flash-IV-FG-Firm-Ground-Soccer-Cleats-HighVis-YellowMetallic-Navy-73486.aspx",
"Mizuno","Morelia Club MD - Aurora/Black/Red","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 11, 12","0.0","44.99","-44.99","http://www.prodirectsoccer.com/Products/Mizuno-Football-Boots-Mizuno-Morelia-Club-MD-Soccer-Cleats-AuroraBlackChinese-Red-69306.aspx",
"Puma","evoSPEED 1.2 Sala - Blue/Peach/Yellow","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","65.0","45.0","20.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-12-Sala-Fives-Indoor-Soccer-Cleats-Sharks-BlueFluo-PeachFluo-Yellow-68979.aspx",
"Puma","evoSPEED 3.2 Sala - Blue/Peach/Yellow","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","50.0","35.0","15.0","http://www.prodirectsoccer.com/Products/Puma-Football-Boots-Puma-evoSPEED-32-Sala-Fives-Indoor-Soccer-Cleats-Sharks-BlueFluo-PeachFluo-Yellow-68980.aspx",
"Nike","Mercurial Vapor IX FG - Lime/Crimson","SIZES  5, 8, 8, 9, 9, 10, 10, 11, 12","160.0","119.99","40.01","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Vapor-IX-FG-Firm-Ground-Soccer-Cleats-Neo-LimeTotal-Crimson-72233.aspx",
"Nike","Mercurial Vapor IX SG Pro - Lime/Crimson","SIZES  5, 6, 6, 8, 8, 9, 9, 10, 10, 11","170.0","119.0","51.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Vapor-IX-SG-Pro-Soft-Ground-Soccer-Cleats-Neo-LimeTotal-Crimson-72231.aspx",
"Nike","Mercurial Veloce FG - Lime/Crimson","SIZES  7, 8, 8, 9, 9, 10, 10, 11, 12, 13","89.99","80.99","9.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Veloce-FG-Firm-Ground-Soccer-Cleats-Neo-LimeTotal-Crimson-72236.aspx",
"Nike","Mercurial Veloce SG Pro - Lime/Crimson","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11","89.99","62.99","27.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Veloce-SG-Pro-Soft-Ground-Soccer-Cleats-Neo-LimeTotal-Crimson-72241.aspx",
"Nike","Mercurial Veloce AG - Lime/Crimson","SIZES  6, 8, 8, 9, 9, 10, 10, 11, 12, 13","89.99","62.99","27.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Veloce-AG-Artificial-Ground-Soccer-Cleats-Neo-LimeTotal-Crimson-72239.aspx",
"Nike","Mercurial Victory IV AG - Lime/Crimson","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 11, 12","55.0","39.99","15.01","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-AG-Artificial-Ground-Soccer-Cleats-Neo-LimeTotal-Crimson-72242.aspx",
"Nike","Mercurial Victory IV SG - Lime/Crimson","SIZES  5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","54.99","38.99","16.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-SG-Soft-Ground-Soccer-Cleats-Neo-LimeTotal-Crimson-72248.aspx",
"Nike","Mercurial Victory IV Indoor - Lime/Crimson","SIZES  7, 8, 8, 9, 9, 10, 10, 11, 12, 13","54.99","38.99","16.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-Indoor-Soccer-Cleats-Neo-LimeTotal-Crimson-72245.aspx",
"Nike","Mercurial Victory IV FG - Lime/Crimson","SIZES  7, 8, 8, 9, 9, 10, 10, 11, 12, 13","54.99","38.99","16.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-FG-Firm-Ground-Soccer-Cleats-Neo-LimeTotal-Crimson-72244.aspx",
"Nike","CTR360 Maestri III FG - Orange/Black","SIZES  5, 6, 6, 7, 8, 8, 9, 9, 10, 10, 11, 13","145.0","101.0","44.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Maestri-III-FG-Firm-Ground-Soccer-Cleats-Atomic-OrangeBlack-72318.aspx",
"Nike","CTR360 Maestri III AG - Orange/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","145.0","101.0","44.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Maestri-III-AG-Artificial-Ground-Soccer-Cleats-Atomic-OrangeBlack-72317.aspx",
"Nike","CTR360 Trequartista III AG - Orange/Black","SIZES  6, 8, 8, 9, 9, 10, 10, 11","85.0","60.0","25.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Trequartista-III-AG-Artificial-Ground-Soccer-Cleats-Atomic-OrangeBlack-72321.aspx",
"Nike","CTR360 Trequartista III SG-Pro - Orange/Black","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10","85.0","60.0","25.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Trequartista-III-SGPro-Soft-Ground-Soccer-Cleats-Atomic-OrangeBlack-72320.aspx",
"Nike","CTR360 Trequartista III FG - Orange/Black","SIZES  6, 6, 7, 8, 8, 9, 9, 10, 10, 11","85.0","60.0","25.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Trequartista-III-FG-Firm-Ground-Soccer-Cleats-Atomic-OrangeBlack-72319.aspx",
"Nike","CTR360 Libretto III AG - Orange/Black","SIZES  8, 9, 9, 10, 10, 11","50.0","35.0","15.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Libretto-III-AG-Artificial-Ground-Soccer-Cleats-Atomic-OrangeBlack-72328.aspx",
"Nike","CTR360 Libretto III TF - Orange/Black","SIZES  8, 8, 9, 9, 10, 10, 11","50.0","35.0","15.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Libretto-III-TF-Astro-Turf-Soccer-Cleats-Atomic-OrangeBlack-72323.aspx",
"Nike","Elastico Finale II - Crimson/Pink","SIZES  8, 8, 9, 9, 10, 10, 11, 12, 13","77.0","54.0","23.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Elastico-Finale-II-Fives-Indoor-Soccer-Cleats-Total-CrimsonPink-Flash-72414.aspx",
"Nike","Lunargato II - Orange/Blue","SIZES  7, 8, 8, 9, 9, 10, 10, 11, 12, 13","67.0","47.0","20.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Lunargato-II-Fives-Street-Soccer-Cleats-Atomic-OrangeGamma-BlueOrange-72427.aspx",
"Nike","Lunargato II - Balsa/Volt/Black","SIZES  7, 8, 8, 9, 9, 10, 10, 11","67.0","47.0","20.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Lunargato-II-Fives-Street-Soccer-Cleats-BalsaVoltBlack-72426.aspx",
"Nike","Bomba Finale II - Black/Blue Hero","SIZES  6, 7, 8, 8, 9, 9, 10, 10, 11","77.0","54.0","23.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Bomba-Finale-II-Fives-Astro-Turf-Soccer-Cleats-BlackBlue-Hero-72337.aspx",
"Nike","Bomba Pro II - Black/Volt","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 11, 12","57.0","40.0","17.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Bomba-Pro-II-Fives-Astro-Turf-Soccer-Cleats-BlackVolt-72342.aspx",
"Nike","Bomba Pro II - Black/Blue","SIZES  6, 6, 7, 8, 8, 9, 9, 10, 10, 11, 12","57.0","40.0","17.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Bomba-Pro-II-Fives-Astro-Turf-Soccer-Cleats-BlackGamma-Blue-72340.aspx",
"Nike","Elastico II - Black/Neo Lime","SIZES  8, 8, 9, 9, 10, 10, 11, 12, 13","42.0","29.0","13.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Elastico-II-Fives-Indoor-Soccer-Cleats-BlackNeo-Lime-72419.aspx",
"Nike","Bomba II - Black/Blue","SIZES  8, 8, 9, 9, 10, 10","42.0","29.0","13.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Bomba-II-Fives-Astro-Turf-Soccer-Cleats-BlackGamma-Blue-72344.aspx",
"Nike","Elastico Pro II - Grey/Black","SIZES  6, 6, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","57.0","40.0","17.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Elastico-Pro-II-Fives-Indoor-Soccer-Cleats-Neutral-GreyBlack-72415.aspx",
"Nike","Elastico Pro II - Crimson/Black","SIZES  8, 8, 9, 9, 10, 10, 11","57.0","40.0","17.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Elastico-Pro-II-Fives-Indoor-Soccer-Cleats-Total-CrimsonBlack-72417.aspx",
"Nike","Gato II - Orange/White","SIZES  8, 8, 9, 9, 10, 10, 11, 12, 13","52.0","36.0","16.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Gato-II-Fives-Street-Soccer-Cleats-Atomic-OrangeWhite-72429.aspx",
"Nike","Elastico II - Crimson/Black","SIZES  7, 8, 8, 9, 9, 10, 10, 11, 12","42.0","29.0","13.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Elastico-II-Fives-Indoor-Soccer-Cleats-Total-CrimsonBlack-72421.aspx",
"Nike","Bomba Finale II - Matte Silver/Volt","SIZES  6, 8, 8, 9, 9, 10, 10, 11, 12","77.0","54.0","23.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Bomba-Finale-II-Fives-Astro-Turf-Soccer-Cleats-Matte-SilverVolt-72339.aspx",
"Nike","Bomba II - Volt/Black","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","42.0","29.0","13.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Bomba-II-Fives-Astro-Turf-Soccer-Cleats-VoltBlack-72346.aspx",
"Nike","Hypervenom Phantom SG-Pro - White/Black/Volt","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","180.0","126.0","54.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Hypervenom-Phantom-Reflective-SGPro-Soft-Ground-Soccer-Cleats-WhiteBlackVolt-72093.aspx",
"Nike","Hypervenom Phantom FG - White/Black/Volt","SIZES  8, 8, 9, 9, 10, 10, 11, 12","170.0","119.0","51.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Hypervenom-Phantom-Reflective-FG-Firm-Ground-Soccer-Cleats-WhiteBlackVolt-72097.aspx",
"Nike","Hypervenom Phatal FG - White/Black/Volt","SIZES  5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13, 14","100.0","70.0","30.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Hypervenom-Phatal-FG-Firm-Ground-Soccer-Cleats-WhiteBlackVolt-72099.aspx",
"Nike","Hypervenom Phelon TF - White/Black/Volt","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","60.0","42.0","18.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Hypervenom-Phelon-TF-Astro-Turf-Soccer-Cleats-WhiteBlackVolt-72106.aspx",
"Nike","Hypervenom Phelon FG - White/Black/Volt","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13, 14","60.0","42.0","18.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Hypervenom-Phelon-FG-Firm-Ground-Soccer-Cleats-WhiteBlackVolt-72105.aspx",
"adidas","F50 adiZero TRX FG Leather - Black/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","0.0","159.99","-159.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F50-adiZero-TRX-FG-Leather-Firm-Ground-Soccer-Cleats-BlackBlackSolar-Blue-67999.aspx",
"adidas","F50 adizero TRX FG Leather - White/Solar Slime","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","0.0","159.99","-159.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F50-adizero-TRX-FG-Leather-Firm-Ground-Soccer-Cleats-Running-WhiteRunning-WhiteSolar-Slime-68437.aspx",
"Nike","Mercurial Vapor IX SG Pro - White/Black/Green","SIZES  5, 6, 7, 8, 8, 9, 9, 10, 10, 11, 12","180.0","126.0","54.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Vapor-IX-Reflective-SG-Pro-Soft-Ground-Soccer-Cleats-WhiteBlackElectric-Green-72131.aspx",
"Nike","Mercurial Vapor IX FG - White/Black/Green","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12","170.0","120.0","50.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Vapor-IX-Reflective-FG-Firm-Ground-Soccer-Cleats-WhiteBlackElectric-Green-72133.aspx",
"Nike","Mercurial Veloce FG - White/Black/Green","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 13","90.0","63.0","27.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Veloce-FG-Firm-Ground-Soccer-Cleats-WhiteBlackElectric-Green-72137.aspx",
"Nike","Mercurial Victory IV Indoor - White/Black/Green","SIZES  6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","0.0","54.99","-54.99","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-Indoor-Soccer-Cleats-WhiteBlackElectric-Green-72146.aspx",
"Nike","Mercurial Victory IV SG - White/Black/Green","SIZES  6, 7, 8, 8, 9, 9, 10, 10","55.0","38.0","17.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-SG-Soft-Ground-Soccer-Cleats-WhiteBlackElectric-Green-72151.aspx",
"Nike","Mercurial Victory IV TF - White/Black/Green","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","55.0","38.0","17.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-TF-Astro-Turf-Soccer-Cleats-WhiteBlackElectric-Green-72149.aspx",
"Nike","Mercurial Victory IV FG - White/Black/Green","SIZES  7, 8, 8, 9, 9, 10, 10, 11, 13","55.0","38.0","17.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-FG-Firm-Ground-Soccer-Cleats-WhiteBlackElectric-Green-72144.aspx",
"Nike","Mercurial Victory IV AG - White/Black/Green","SIZES  5, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13, 14","55.0","38.0","17.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Mercurial-Victory-IV-AG-Artificial-Ground-Soccer-Cleats-WhiteBlackElectric-Green-72142.aspx",
"Nike","CTR360 Maestri III SG-Pro - White/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11","165.0","115.0","50.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Maestri-III-Reflective-SGPro-Soft-Ground-Soccer-Cleats-WhiteGamma-Blue-72310.aspx",
"Nike","CTR360 Maestri III FG - White/Blue","SIZES  6, 7, 8, 8, 9, 9, 10, 10, 11","155.0","108.0","47.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Maestri-III-Reflective-FG-Firm-Ground-Soccer-Cleats-WhiteGamma-Blue-72311.aspx",
"Nike","CTR360 Trequartista III FG - White/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","85.0","59.99","25.01","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Trequartista-III-FG-Firm-Ground-Soccer-Cleats-WhiteGamma-Blue-72312.aspx",
"Nike","CTR360 Libretto III FG - White/Blue","SIZES  8, 8, 9, 9, 10, 10, 11","50.0","35.0","15.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Libretto-III-FG-Firm-Ground-Soccer-Cleats-WhiteGamma-Blue-72314.aspx",
"Nike","CTR360 Libretto III TF - White/Blue","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 11, 12","50.0","35.0","15.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-CTR360-Libretto-III-TF-Astro-Turf-Soccer-Cleats-WhiteGamma-Blue-72313.aspx",
"adidas","Predator LZ TRX FG - Black/Zest","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","0.0","159.99","-159.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-Predator-LZ-TRX-FG-Firm-Ground-Soccer-Cleats-BlackBlackSolar-Zest-68573.aspx",
"Nike","Tiempo Legacy TF - White/Black/Blue","SIZES  5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 13","74.99","59.99","15.0","http://www.prodirectsoccer.com/Products/Nike-Football-Boots-Nike-Tiempo-Legacy-TF-Astro-Turf-Soccer-Cleats-WhiteBlackTreasure-Blue-72267.aspx",
"adidas","F50 adiZero XTRX SG - Black/White/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","169.99","119.0","50.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F50-adiZero-XTRX-SG-Soft-Ground-Soccer-Cleats-BlackRunning-WhiteSolar-Blue-68443.aspx",
"adidas","F50 adiZero TRX FG Leather - Black/White/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","159.99","112.0","47.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F50-adiZero-TRX-FG-Leather-Firm-Ground-Soccer-Cleats-BlackRunning-WhiteSolar-Blue-68440.aspx",
"adidas","F50 adiZero TRX FG - Black/White/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 12, 13","159.99","112.0","47.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F50-adiZero-TRX-FG-Firm-Ground-Soccer-Cleats-BlackRunning-WhiteSolar-Blue-68439.aspx",
"adidas","F30 TRX FG Boots - Black/White/Blue","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 13","90.99","64.0","26.99","http://www.prodirectsoccer.com/Products/adidas-Football-Boots-adidas-F30-TRX-FG-Firm-Ground-Soccer-Cleats-BlackRunning-WhiteSolar-Blue-68445.aspx",
